
===== 2026-04-02 04:58:53 | stage=train/size_2200 =====
cwd: /home/lin/Bishe_LLM_for_genesis
command: /home/lin/miniconda3/condabin/conda run -n llm_genesis python cli.py finetune start --base-config /home/lin/Bishe_LLM_for_genesis/configs/base.yaml --config /home/lin/Bishe_LLM_for_genesis/experiments/05_exp1_data_scale/.cache/lora_continue/train_override.yaml --finetune-method lora model_name_or_path=/home/lin/Bishe_LLM_for_genesis/model/Qwen_Qwen2.5-3B-Instruct output_dir=/home/lin/Bishe_LLM_for_genesis/output/exp1_data_scale_lora_continue/size_2200

[INFO|2026-04-02 04:58:59] llamafactory.hparams.parser:508 >> Process rank: 0, world size: 1, device: cuda:0, distributed training: False, compute dtype: torch.bfloat16
[INFO|2026-04-02 04:59:00] llamafactory.data.loader:144 >> Loading dataset /home/lin/Bishe_LLM_for_genesis/data_prepare/splits_4000_exp1_lora_continue/train.json...
[INFO|2026-04-02 04:59:01] llamafactory.data.loader:144 >> Loading dataset /home/lin/Bishe_LLM_for_genesis/data_prepare/splits_4000_exp1_lora_continue/val.json...
training example:
input_ids:
[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 58, 24628, 29577, 60, 4913, 10499, 66582, 606, 3252, 45411, 2198, 5471, 3252, 1700, 2198, 2454, 22317, 966, 8899, 15, 13, 21, 20, 11, 15, 13, 15, 11, 15, 13, 15, 20, 60, 3417, 13989, 24157, 24628, 29577, 60, 58230, 228, 100754, 102768, 101148, 26939, 23384, 99922, 108072, 20, 105887, 44290, 3837, 101889, 104089, 104792, 108302, 151645, 198, 151644, 77091, 198, 4913, 24270, 788, 61753, 1311, 788, 330, 3397, 62, 2127, 497, 330, 966, 788, 508, 15, 13, 21, 20, 11, 220, 15, 13, 15, 11, 220, 15, 13, 16, 1125, 330, 72983, 788, 508, 15, 11, 220, 16, 11, 220, 15, 11, 220, 15, 66125, 5212, 1311, 788, 330, 2508, 1889, 93265, 497, 330, 3487, 788, 220, 15, 13, 15, 19, 92, 13989, 151645, 198]
inputs:
<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
[STATE_CONTEXT]{"entities":[{"name":"cube","category":"object","state":{"pos":[0.65,0.0,0.05]}}]}[/STATE_CONTEXT] 将机械臂移动到方块上方5厘米处，然后打开夹爪<|im_end|>
<|im_start|>assistant
{"commands": [{"action": "move_ee", "pos": [0.65, 0.0, 0.1], "quat": [0, 1, 0, 0]}, {"action": "open_gripper", "position": 0.04}]}<|im_end|>

label_ids:
[-100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, 4913, 24270, 788, 61753, 1311, 788, 330, 3397, 62, 2127, 497, 330, 966, 788, 508, 15, 13, 21, 20, 11, 220, 15, 13, 15, 11, 220, 15, 13, 16, 1125, 330, 72983, 788, 508, 15, 11, 220, 16, 11, 220, 15, 11, 220, 15, 66125, 5212, 1311, 788, 330, 2508, 1889, 93265, 497, 330, 3487, 788, 220, 15, 13, 15, 19, 92, 13989, 151645, 198]
labels:
{"commands": [{"action": "move_ee", "pos": [0.65, 0.0, 0.1], "quat": [0, 1, 0, 0]}, {"action": "open_gripper", "position": 0.04}]}<|im_end|>

eval example:
input_ids:
[151644, 8948, 198, 2610, 525, 1207, 16948, 11, 3465, 553, 54364, 14817, 13, 1446, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 58, 24628, 29577, 60, 4913, 10499, 66582, 606, 3252, 45411, 2198, 5471, 3252, 1700, 2198, 2454, 22317, 966, 8899, 15, 13, 21, 20, 11, 15, 13, 15, 11, 15, 13, 15, 20, 60, 3417, 13989, 24157, 24628, 29577, 60, 58230, 228, 100754, 102768, 101148, 26939, 23384, 99922, 108072, 220, 16, 15, 4891, 236, 246, 72261, 44290, 3837, 101077, 99745, 18158, 151645, 198, 151644, 77091, 198, 4913, 24270, 788, 61753, 1311, 788, 330, 3397, 62, 2127, 497, 330, 966, 788, 508, 15, 13, 21, 20, 11, 220, 15, 13, 15, 11, 220, 15, 13, 16, 20, 1125, 330, 72983, 788, 508, 15, 11, 220, 16, 11, 220, 15, 11, 220, 15, 13989, 13989, 151645, 198]
inputs:
<|im_start|>system
You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
<|im_start|>user
[STATE_CONTEXT]{"entities":[{"name":"cube","category":"object","state":{"pos":[0.65,0.0,0.05]}}]}[/STATE_CONTEXT] 将机械臂移动到方块上方 10 厘米处，准备抓取<|im_end|>
<|im_start|>assistant
{"commands": [{"action": "move_ee", "pos": [0.65, 0.0, 0.15], "quat": [0, 1, 0, 0]}]}<|im_end|>

label_ids:
[-100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, 4913, 24270, 788, 61753, 1311, 788, 330, 3397, 62, 2127, 497, 330, 966, 788, 508, 15, 13, 21, 20, 11, 220, 15, 13, 15, 11, 220, 15, 13, 16, 20, 1125, 330, 72983, 788, 508, 15, 11, 220, 16, 11, 220, 15, 11, 220, 15, 13989, 13989, 151645, 198]
labels:
{"commands": [{"action": "move_ee", "pos": [0.65, 0.0, 0.15], "quat": [0, 1, 0, 0]}]}<|im_end|>

[INFO|2026-04-02 04:59:02] llamafactory.model.model_utils.kv_cache:144 >> KV cache is disabled during training.
[INFO|2026-04-02 04:59:03] llamafactory.model.model_utils.checkpointing:144 >> Gradient checkpointing enabled.
[INFO|2026-04-02 04:59:03] llamafactory.model.model_utils.attention:144 >> Using torch SDPA for faster training and inference.
[INFO|2026-04-02 04:59:03] llamafactory.model.adapter:144 >> Upcasting trainable params to float32.
[INFO|2026-04-02 04:59:03] llamafactory.model.adapter:144 >> Fine-tuning method: LoRA
[INFO|2026-04-02 04:59:03] llamafactory.model.model_utils.misc:144 >> Found linear modules: v_proj,gate_proj,down_proj,q_proj,up_proj,o_proj,k_proj
[INFO|2026-04-02 04:59:04] llamafactory.model.loader:144 >> trainable params: 29,933,568 || all params: 3,115,872,256 || trainable%: 0.9607
{'loss': 1.2708, 'grad_norm': 2.344630479812622, 'learning_rate': 1.1594202898550725e-05, 'epoch': 0.04}
{'loss': 1.3507, 'grad_norm': 2.9361090660095215, 'learning_rate': 2.608695652173913e-05, 'epoch': 0.07}
{'loss': 1.1731, 'grad_norm': 1.6703698635101318, 'learning_rate': 4.057971014492754e-05, 'epoch': 0.11}
{'loss': 0.7488, 'grad_norm': 0.9726479053497314, 'learning_rate': 5.507246376811594e-05, 'epoch': 0.15}
{'loss': 0.454, 'grad_norm': 0.5849332213401794, 'learning_rate': 6.956521739130436e-05, 'epoch': 0.18}
{'loss': 0.2688, 'grad_norm': 0.6788385510444641, 'learning_rate': 8.405797101449276e-05, 'epoch': 0.22}
{'loss': 0.1915, 'grad_norm': 0.4656336009502411, 'learning_rate': 9.855072463768117e-05, 'epoch': 0.25}
{'loss': 0.1631, 'grad_norm': 0.4436076283454895, 'learning_rate': 0.00011304347826086956, 'epoch': 0.29}
{'loss': 0.1463, 'grad_norm': 0.38617467880249023, 'learning_rate': 0.00012753623188405797, 'epoch': 0.33}
{'loss': 0.1135, 'grad_norm': 0.4723587930202484, 'learning_rate': 0.00014202898550724638, 'epoch': 0.36}
{'eval_loss': 0.11833973973989487, 'eval_runtime': 26.7273, 'eval_samples_per_second': 7.483, 'eval_steps_per_second': 3.741, 'epoch': 0.36}
{'loss': 0.1117, 'grad_norm': 0.37811920046806335, 'learning_rate': 0.0001565217391304348, 'epoch': 0.4}
{'loss': 0.132, 'grad_norm': 0.44736355543136597, 'learning_rate': 0.0001710144927536232, 'epoch': 0.44}
{'loss': 0.1221, 'grad_norm': 0.30201882123947144, 'learning_rate': 0.0001855072463768116, 'epoch': 0.47}
{'loss': 0.1092, 'grad_norm': 0.3475337624549866, 'learning_rate': 0.0002, 'epoch': 0.51}
{'loss': 0.1049, 'grad_norm': 0.3571156859397888, 'learning_rate': 0.00019996748941377264, 'epoch': 0.55}
{'loss': 0.1118, 'grad_norm': 0.3605964779853821, 'learning_rate': 0.00019986997879385487, 'epoch': 0.58}
{'loss': 0.0966, 'grad_norm': 0.28155264258384705, 'learning_rate': 0.00019970753154279505, 'epoch': 0.62}
{'loss': 0.1063, 'grad_norm': 0.19663183391094208, 'learning_rate': 0.00019948025328570042, 'epoch': 0.65}
{'loss': 0.1074, 'grad_norm': 0.3015596568584442, 'learning_rate': 0.0001991882918015585, 'epoch': 0.69}
{'loss': 0.0995, 'grad_norm': 0.2881918251514435, 'learning_rate': 0.00019883183692714936, 'epoch': 0.73}
{'eval_loss': 0.08696780353784561, 'eval_runtime': 26.8946, 'eval_samples_per_second': 7.436, 'eval_steps_per_second': 3.718, 'epoch': 0.73}
{'loss': 0.1133, 'grad_norm': 0.24975277483463287, 'learning_rate': 0.0001984111204336116, 'epoch': 0.76}
{'loss': 0.0838, 'grad_norm': 0.2693628966808319, 'learning_rate': 0.00019792641587574212, 'epoch': 0.8}
{'loss': 0.089, 'grad_norm': 0.35657915472984314, 'learning_rate': 0.00019737803841412733, 'epoch': 0.84}
{'loss': 0.0932, 'grad_norm': 0.30592668056488037, 'learning_rate': 0.00019676634461022224, 'epoch': 0.87}
{'loss': 0.1054, 'grad_norm': 0.2726607620716095, 'learning_rate': 0.00019609173219450998, 'epoch': 0.91}
{'loss': 0.0924, 'grad_norm': 0.3240239918231964, 'learning_rate': 0.00019535463980789277, 'epoch': 0.95}
{'loss': 0.0905, 'grad_norm': 0.26969268918037415, 'learning_rate': 0.00019455554671648248, 'epoch': 0.98}
{'loss': 0.0887, 'grad_norm': 0.1897987276315689, 'learning_rate': 0.0001936949724999762, 'epoch': 1.01}
{'loss': 0.0881, 'grad_norm': 0.22097164392471313, 'learning_rate': 0.00019277347671381922, 'epoch': 1.05}
{'loss': 0.0677, 'grad_norm': 0.2372908890247345, 'learning_rate': 0.00019179165852537596, 'epoch': 1.09}
{'eval_loss': 0.08117372542619705, 'eval_runtime': 28.6224, 'eval_samples_per_second': 6.988, 'eval_steps_per_second': 3.494, 'epoch': 1.09}
{'loss': 0.0873, 'grad_norm': 0.2443774789571762, 'learning_rate': 0.0001907501563243438, 'epoch': 1.12}
{'loss': 0.1007, 'grad_norm': 0.24139444530010223, 'learning_rate': 0.00018964964730766508, 'epoch': 1.16}
{'loss': 0.0672, 'grad_norm': 0.25120294094085693, 'learning_rate': 0.00018849084703920536, 'epoch': 1.2}
{'loss': 0.0753, 'grad_norm': 0.233341246843338, 'learning_rate': 0.00018727450898448563, 'epoch': 1.23}
{'loss': 0.0677, 'grad_norm': 0.27533820271492004, 'learning_rate': 0.00018600142402077006, 'epoch': 1.27}
{'loss': 0.0756, 'grad_norm': 0.22858887910842896, 'learning_rate': 0.00018467241992282843, 'epoch': 1.31}
{'loss': 0.0715, 'grad_norm': 0.24892006814479828, 'learning_rate': 0.00018328836082470717, 'epoch': 1.34}
{'loss': 0.0788, 'grad_norm': 0.21895013749599457, 'learning_rate': 0.00018185014665785936, 'epoch': 1.38}
{'loss': 0.0839, 'grad_norm': 0.27648621797561646, 'learning_rate': 0.00018035871256599868, 'epoch': 1.41}
{'loss': 0.0831, 'grad_norm': 0.23540687561035156, 'learning_rate': 0.00017881502829705808, 'epoch': 1.45}
{'eval_loss': 0.0774318128824234, 'eval_runtime': 28.8385, 'eval_samples_per_second': 6.935, 'eval_steps_per_second': 3.468, 'epoch': 1.45}
{'loss': 0.071, 'grad_norm': 0.21916702389717102, 'learning_rate': 0.00017722009757264816, 'epoch': 1.49}
{'loss': 0.0725, 'grad_norm': 0.23413671553134918, 'learning_rate': 0.00017557495743542585, 'epoch': 1.52}
{'loss': 0.0673, 'grad_norm': 0.195291206240654, 'learning_rate': 0.00017388067757479682, 'epoch': 1.56}
{'loss': 0.075, 'grad_norm': 0.3163703680038452, 'learning_rate': 0.0001721383596313912, 'epoch': 1.6}
{'loss': 0.0837, 'grad_norm': 0.2216951996088028, 'learning_rate': 0.00017034913648076357, 'epoch': 1.63}
{'loss': 0.0789, 'grad_norm': 0.19818276166915894, 'learning_rate': 0.00016851417149678444, 'epoch': 1.67}
{'loss': 0.0716, 'grad_norm': 0.18474651873111725, 'learning_rate': 0.0001666346577952004, 'epoch': 1.71}
{'loss': 0.0849, 'grad_norm': 0.38153067231178284, 'learning_rate': 0.00016471181745785672, 'epoch': 1.74}
{'loss': 0.0635, 'grad_norm': 0.20577223598957062, 'learning_rate': 0.0001627469007380852, 'epoch': 1.78}
{'loss': 0.0848, 'grad_norm': 0.19220072031021118, 'learning_rate': 0.00016074118524777477, 'epoch': 1.81}
{'eval_loss': 0.07158753275871277, 'eval_runtime': 28.5983, 'eval_samples_per_second': 6.993, 'eval_steps_per_second': 3.497, 'epoch': 1.81}
{'loss': 0.0703, 'grad_norm': 0.1917741447687149, 'learning_rate': 0.00015869597512665332, 'epoch': 1.85}
{'loss': 0.0863, 'grad_norm': 0.1812714785337448, 'learning_rate': 0.00015661260019432077, 'epoch': 1.89}
{'loss': 0.0708, 'grad_norm': 0.16705091297626495, 'learning_rate': 0.0001544924150855848, 'epoch': 1.92}
{'loss': 0.079, 'grad_norm': 0.24847406148910522, 'learning_rate': 0.00015233679836966122, 'epoch': 1.96}
